ลำดับ,รหัสวัสดุ,ชื่อวัสดุ,หมวดวัสดุ,ราคาซื้อ,"จำนวน
ซื้อ",หน่วยนับ,"จำนวน
ขั้นต่ำ","จำนวน
สูงสุด",จำนวนสินค้าคงเหลือ,สถานะการเติมสินค้า,"สถานะ
การใช้",ราคาชื้อรวม,"จำนวนการเบิก
ถึงปัจุบัน","เฉลี่ยเบิก
ต่อเดือน",รูปภาพ
320,3ส06,สาย HDMI 1.5 เมตร,วัสดุคอมพิวเตอร์,200.00,,เส้น,2,12,0,วัสดุหมด,ประจำ,"2,400.00",0,0,
321,3ส07,สาย HDMI 1.8 เมตร,วัสดุคอมพิวเตอร์,250.00,,เส้น,2,12,0,วัสดุหมด,ประจำ,"3,000.00",0,0,
322,3ส08,สาย HDMI 10 เมตร,วัสดุคอมพิวเตอร์,400.00,,เส้น,2,12,0,วัสดุหมด,ประจำ,"4,800.00",0,0,
323,3ส03,สาย HDMI 15 เมตร,วัสดุคอมพิวเตอร์,550.00,,เส้น,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
324,3ส04,สาย HDMI 20 เมตร,วัสดุคอมพิวเตอร์,890.00,,เส้น,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
325,3ส09,สาย HDMI 3 เมตร,วัสดุคอมพิวเตอร์,300.00,,เส้น,2,12,0,วัสดุหมด,ประจำ,"3,600.00",0,0,
326,3ส13,สาย HDMI 5 เมตร,วัสดุคอมพิวเตอร์,480.00,,เส้น,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
327,3ส02,สาย USB,วัสดุคอมพิวเตอร์,0.00,,เส้น,3,12,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
328,3ส10,สายแลน cat6 Indoor link 305เมตร,วัสดุคอมพิวเตอร์,"5,690.00",,กล่อง,1,1,0,วัสดุหมด,ประจำ,"5,690.00",0,0,
329,3ส11,สายสัญญาณ 3.5 to RCA 20 เมตร,วัสดุคอมพิวเตอร์,250.00,,เส้น,1,5,0,วัสดุหมด,ประจำ,"1,250.00",0,0,
330,3ส12,สายสัญญาณ 3.5 to RCA 5 เมตร,วัสดุคอมพิวเตอร์,120.00,,เส้น,1,5,0,วัสดุหมด,ประจำ,600.00,0,0,
331,3ห17,หมึก Brother 2460,วัสดุคอมพิวเตอร์,"1,500.00",,กล่อง,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
332,3ห01,หมึก Brother 2480,วัสดุคอมพิวเตอร์,"3,390.00",,กล่อง,3,15,0,วัสดุหมด,ประจำ,"50,850.00",0,0,
333,3ห02,หมึก Brother 2560,วัสดุคอมพิวเตอร์,"1,990.00",,กล่อง,3,15,0,วัสดุหมด,ประจำ,"29,850.00",0,0,
334,3ห03,หมึก Brother TN1000,วัสดุคอมพิวเตอร์,"1,990.00",,กล่อง,3,15,0,วัสดุหมด,ประจำ,"29,850.00",0,0,
335,3ห04,หมึก Canon 312,วัสดุคอมพิวเตอร์,0.00,,กล่อง,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
336,3ห05,หมึก Canon 328,วัสดุคอมพิวเตอร์,0.00,,กล่อง,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
337,3ห06,หมึก HP CE505AC BLACK,วัสดุคอมพิวเตอร์,0.00,,กล่อง,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
338,3ห07,หมึก HP48A,วัสดุคอมพิวเตอร์,"2,790.00",,กล่อง,3,15,0,วัสดุหมด,ประจำ,"41,850.00",0,0,
339,3ห08,หมึก HP79A,วัสดุคอมพิวเตอร์,"3,390.00",,กล่อง,3,15,0,วัสดุหมด,ประจำ,"50,850.00",0,0,
340,3ห09,หมึก HP80A,วัสดุคอมพิวเตอร์,"6,390.00",,กล่อง,2,15,0,วัสดุหมด,ประจำ,"95,850.00",0,0,
341,3ห10,หมึก HP85A,วัสดุคอมพิวเตอร์,"3,390.00",,กล่อง,2,15,0,วัสดุหมด,ประจำ,"50,850.00",0,0,
342,3ห11,หมึก PIXMA 790 ชมพู่,วัสดุคอมพิวเตอร์,0.00,,กล่อง,1,2,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
343,3ห12,หมึก PIXMA 790 ดำ,วัสดุคอมพิวเตอร์,0.00,,กล่อง,1,2,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
344,3ห13,หมึก PIXMA 790 ฟ้า,วัสดุคอมพิวเตอร์,0.00,,กล่อง,1,2,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
345,3ห14,หมึก PIXMA 790 เหลือง,วัสดุคอมพิวเตอร์,0.00,,กล่อง,1,2,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
346,3ห15,หมึกหยอดไวท์บอร์ด,วัสดุคอมพิวเตอร์,50.00,,กล่อง,2,12,0,วัสดุหมด,ครั้งคราว,600.00,0,0,
347,3ห16,หูฟัง,วัสดุคอมพิวเตอร์,460.00,,ชุด,4,10,0,วัสดุหมด,ประจำ,"4,600.00",0,0,
348,3อ01,เอสเอสดี 500 GB,วัสดุคอมพิวเตอร์,"1,476.60",,อัน,1,3,0,วัสดุหมด,ครั้งคราว,"4,429.80",0,0,
349,3ฮ01,ฮาร์ดดิสก์พกพา 1 TB (External Hard Disk),วัสดุคอมพิวเตอร์,"1,500.00",,อัน,1,12,0,วัสดุหมด,ครั้งคราว,"18,000.00",0,0,
350,6ค02,คราดเหล็ก,วัสดุการเกษตร,150.00,,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
351,6จ01,จอบ,วัสดุการเกษตร,600.00,,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
352,6ส01,สายยาง 20 เมตร,วัสดุการเกษตร,480.00,,เส้น,0,1,0,วัสดุหมด,ครั้งคราว,480.00,0,0,
353,8ข01,ไขควงไฟฟ้า 3.6V (ค),วัสดุก่อสร้าง,0.00,,อัน,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
354,8ค01,เครื่องยิงตะปู (ค),วัสดุก่อสร้าง,0.00,,เครื่อง,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
355,8ต01,ตลับเมตร 3m (ค)  ,วัสดุก่อสร้าง,250.00,,อัน,0,1,0,วัสดุหมด,ครั้งคราว,250.00,0,0,
356,8ต03,ตลับเมตร 50m (ค),วัสดุก่อสร้าง,0.00,,อัน,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
357,8ต02,ตลับเมตร 8m (ค),วัสดุก่อสร้าง,0.00,,อัน,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
358,8ส01,สว่านไฟฟ้า (ค),วัสดุก่อสร้าง,0.00,,อัน,0,1,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
359,2ก07,กระดานไวด์บอร์ด 120*180 ซม มีล้อเลือน, วัสดุการศึกษา,"5,300.00",,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
360,2ก06,กระดานไวด์บอร์ด 80*120 ซม, วัสดุการศึกษา,650.00,,อัน,0,0,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
361,2ก01,กระดาษ A3 , วัสดุการศึกษา,249.00,,รีม,5,20,0,วัสดุหมด,ประจำ,"4,980.00",0,0,
362,2ก02,กระดาษ A4 70 แกรม, วัสดุการศึกษา,100.00,,รีม,50,400,0,วัสดุหมด,ประจำ,"40,000.00",0,0,
363,2ก03,กระดาษ A4 80 แกรม, วัสดุการศึกษา,110.00,,รีม,50,400,0,วัสดุหมด,ประจำ,"44,000.00",0,0,
364,2ก04,กระดาษ F14 80 แกรม, วัสดุการศึกษา,180.00,,รีม,5,20,0,วัสดุหมด,ประจำ,"3,600.00",0,0,
365,2ก05,กระดาษบรู๊ฟ, วัสดุการศึกษา,4.00,,แผ่น,100,500,0,วัสดุหมด,ประจำ,"2,000.00",0,0,
366,2ผ01,แผนที่เชิงจุดภาพ, วัสดุการศึกษา,100.00,,แผ่น,0,,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
367,2ผ02,แผนที่มาตราส่วน 1-50000, วัสดุการศึกษา,120.00,,แผ่น,0,,0,วัสดุหมด,ครั้งคราว,0.00,0,0,
